,tokens,ner_tags,sentence_id
1450,as,O,51
1451,a,O,51
1452,testament,O,51
1453,to,O,51
1454,the,O,51
1455,continent's,O,51
1456,diverse,O,51
1457,landscapes,O,51
1458,.,O,51
1459,Embarking,O,52
1460,on,O,52
1461,a,O,52
1462,journey,O,52
1463,through,O,52
1464,the,O,52
1465,Carpathian,B-MOUNT,52
1466,Mountains,I-MOUNT,52
1467,",",O,52
1468,the,O,52
1469,Ukrainian,O,52
1470,landscape,O,52
1471,takes,O,52
1472,on,O,52
1473,a,O,52
1474,new,O,52
1475,dimension,O,52
1476,.,O,52
1477,New,O,53
1478,species,O,53
1479,continue,O,53
1480,to,O,53
1481,be,O,53
1482,found,O,53
1483,",",O,53
1484,especially,O,53
1485,in,O,53
1486,the,O,53
1487,Ovahimba,B-MOUNT,53
1488,mountain,I-MOUNT,53
1489,range,O,53
1490,",",O,53
1491,which,O,53
1492,runs,O,53
1493,parallel,O,53
1494,to,O,53
1495,the,O,53
1496,cold,O,53
1497,Atlantic,O,53
1498,ocean,O,53
1499,and,O,53
1500,is,O,53
1501,separated,O,53
1502,from,O,53
1503,it,O,53
1504,by,O,53
1505,the,O,53
1506,gravel,O,53
1507,plains,O,53
1508,and,O,53
1509,dunes,O,53
1510,of,O,53
1511,the,O,53
1512,northern,O,53
1513,Namib,O,53
1514,Desert,O,53
1515,.,O,53
1516,Nestled,O,54
1517,in,O,54
1518,Eastern,O,54
1519,Europe,O,54
1520,",",O,54
1521,Ukraine,O,54
1522,unfolds,O,54
1523,as,O,54
1524,a,O,54
1525,nation,O,54
1526,rich,O,54
1527,in,O,54
1528,history,O,54
1529,",",O,54
1530,culture,O,54
1531,",",O,54
1532,and,O,54
1533,diverse,O,54
1534,landscapes,O,54
1535,.,O,54
1536,As,O,55
1537,we,O,55
1538,traverse,O,55
1539,the,O,55
1540,globe,O,55
1541,",",O,55
1542,from,O,55
1543,the,O,55
1544,Appalachian,B-MOUNT,55
1545,Mountains,I-MOUNT,55
1546,to,O,55
1547,the,O,55
1548,rugged,O,55
1549,beauty,O,55
1550,of,O,55
1551,Patagonia,B-MOUNT,55
1552,",",O,55
1553,the,O,55
1554,kaleidoscope,O,55
1555,of,O,55
1556,landscapes,O,55
1557,speaks,O,55
1558,a,O,55
1559,universal,O,55
1560,language,O,55
1561,—one,O,55
1562,that,O,55
1563,transcends,O,55
1564,borders,O,55
1565,and,O,55
1566,connects,O,55
1567,us,O,55
1568,all,O,55
1569,to,O,55
1570,the,O,55
1571,profound,O,55
1572,beauty,O,55
1573,of,O,55
1574,our,O,55
1575,planet,O,55
1576,.,O,55
1577,Here,O,56
1578,",",O,56
1579,the,O,56
1580,air,O,56
1581,is,O,56
1582,crisp,O,56
1583,",",O,56
1584,and,O,56
1585,the,O,56
1586,scent,O,56
1587,of,O,56
1588,pine,O,56
1589,needles,O,56
1590,dances,O,56
1591,on,O,56
1592,the,O,56
1593,breeze,O,56
1594,",",O,56
1595,creating,O,56
1596,a,O,56
1597,symphony,O,56
1598,of,O,56
1599,fragrances,O,56
1600,that,O,56
1601,resonate,O,56
1602,with,O,56
1603,the,O,56
1604,soul,O,56
1605,.,O,56
1606,In,O,57
1607,the,O,57
1608,grand,O,57
1609,theater,O,57
1610,of,O,57
1611,our,O,57
1612,planet,O,57
1613,",",O,57
1614,where,O,57
1615,the,O,57
1616,curtains,O,57
1617,of,O,57
1618,the,O,57
1619,sky,O,57
1620,unveil,O,57
1621,landscapes,O,57
1622,that,O,57
1623,captivate,O,57
1624,the,O,57
1625,senses,O,57
1626,",",O,57
1627,the,O,57
1628,diverse,O,57
1629,beauty,O,57
1630,of,O,57
1631,nature,O,57
1632,manifests,O,57
1633,itself,O,57
1634,in,O,57
1635,the,O,57
1636,soaring,O,57
1637,peaks,O,57
1638,and,O,57
1639,tranquil,O,57
1640,valleys,O,57
1641,that,O,57
1642,define,O,57
1643,our,O,57
1644,world,O,57
1645,.,O,57
1646,The,O,58
1647,Andes,B-MOUNT,58
1648,",",O,58
1649,stretching,O,58
1650,like,O,58
1651,a,O,58
1652,mighty,O,58
1653,spine,O,58
1654,through,O,58
1655,several,O,58
1656,countries,O,58
1657,",",O,58
1658,tell,O,58
1659,a,O,58
1660,tale,O,58
1661,of,O,58
1662,ancient,O,58
1663,civilizations,O,58
1664,",",O,58
1665,diverse,O,58
1666,ecosystems,O,58
1667,",",O,58
1668,and,O,58
1669,the,O,58
1670,indomitable,O,58
1671,spirit,O,58
1672,of,O,58
1673,exploration,O,58
1674,.,O,58
1675,The,O,59
1676,Kaokoveld,B-MOUNT,59
1677,region,O,59
1678,",",O,59
1679,covering,O,59
1680,north-western,O,59
1681,Namibia,O,59
1682,and,O,59
1683,south-western,O,59
1684,Angola,O,59
1685,",",O,59
1686,is,O,59
1687,one,O,59
1688,of,O,59
1689,the,O,59
1690,remotest,O,59
1691,areas,O,59
1692,in,O,59
1693,southern,O,59
1694,Africa,O,59
1695,.,O,59
1696,Glaciers,O,60
1697,cascade,O,60
1698,down,O,60
1699,its,O,60
1700,slopes,O,60
1701,",",O,60
1702,creating,O,60
1703,a,O,60
1704,dramatic,O,60
1705,juxtaposition,O,60
1706,of,O,60
1707,ice,O,60
1708,and,O,60
1709,rock,O,60
1710,in,O,60
1711,this,O,60
1712,remote,O,60
1713,corner,O,60
1714,of,O,60
1715,the,O,60
1716,Southern,O,60
1717,Hemisphere,O,60
1718,.,O,60
1719,Nature,O,61
1720,",",O,61
1721,with,O,61
1722,its,O,61
1723,intricate,O,61
1724,tapestry,O,61
1725,of,O,61
1726,mountains,O,61
1727,",",O,61
1728,valleys,O,61
1729,",",O,61
1730,rivers,O,61
1731,",",O,61
1732,and,O,61
1733,forests,O,61
1734,",",O,61
1735,beckons,O,61
1736,us,O,61
1737,to,O,61
1738,explore,O,61
1739,",",O,61
1740,appreciate,O,61
1741,",",O,61
1742,and,O,61
1743,protect,O,61
1744,its,O,61
1745,wonders,O,61
1746,.,O,61
1747,The,O,62
1748,exceptions,O,62
1749,are,O,62
1750,local,O,62
1751,herders,O,62
1752,of,O,62
1753,the,O,62
1754,semi-nomadic,O,62
1755,"Himba,",O,62
1756,who,O,62
1757,drive,O,62
1758,their,O,62
1759,cattle,O,62
1760,and,O,62
1761,goats,O,62
1762,to,O,62
1763,richer,O,62
1764,pastures,O,62
1765,in,O,62
1766,the,O,62
1767,mountains,O,62
1768,during,O,62
1769,dry,O,62
1770,periods,O,62
1771,.,O,62
1772,Peaks,O,63
1773,like,O,63
1774,Khan,B-MOUNT,63
1775,Tengri,I-MOUNT,63
1776,and,O,63
1777,Jengish,B-MOUNT,63
1778,Chokusu,I-MOUNT,63
1779,stand,O,63
1780,as,O,63
1781,guardians,O,63
1782,of,O,63
1783,the,O,63
1784,ancient,O,63
1785,Silk,O,63
1786,Road,O,63
1787,",",O,63
1788,their,O,63
1789,snow-clad,O,63
1790,summits,O,63
1791,a,O,63
1792,testament,O,63
1793,to,O,63
1794,the,O,63
1795,unforgiving,O,63
1796,yet,O,63
1797,captivating,O,63
1798,nature,O,63
1799,of,O,63
1800,high-altitude,O,63
1801,landscapes,O,63
1802,.,O,63
1803,They,O,64
1804,also,O,64
1805,have,O,64
1806,many,O,64
1807,ecological,O,64
1808,niches,O,64
1809,based,O,64
1810,on,O,64
1811,exposure,O,64
1812,to,O,64
1813,wind,O,64
1814,and,O,64
1815,sun,O,64
1816,.,O,64
1817,These,O,65
1818,mountains,O,65
1819,",",O,65
1820,etched,O,65
1821,by,O,65
1822,glaciers,O,65
1823,and,O,65
1824,shaped,O,65
1825,by,O,65
1826,time,O,65
1827,",",O,65
1828,stand,O,65
1829,as,O,65
1830,sentinels,O,65
1831,over,O,65
1832,pristine,O,65
1833,wilderness,O,65
1834,.,O,65
1835,Venture,O,66
1836,further,O,66
1837,",",O,66
1838,and,O,66
1839,the,O,66
1840,mesmerizing,O,66
1841,beauty,O,66
1842,of,O,66
1843,the,O,66
1844,Dolomites,B-MOUNT,66
1845,unfolds,O,66
1846,like,O,66
1847,a,O,66
1848,storybook,O,66
1849,",",O,66
1850,their,O,66
1851,jagged,O,66
1852,limestone,O,66
1853,peaks,O,66
1854,casting,O,66
1855,dramatic,O,66
1856,shadows,O,66
1857,on,O,66
1858,alpine,O,66
1859,meadows,O,66
1860,below,O,66
1861,.,O,66
1862,Consider,O,67
1863,the,O,67
1864,Himalayas,B-MOUNT,67
1865,",",O,67
1866,the,O,67
1867,colossal,O,67
1868,mountain,O,67
1869,range,O,67
1870,that,O,67
1871,crowns,O,67
1872,South,O,67
1873,Asia,O,67
1874,.,O,67
1875,Venture,O,68
1876,eastward,O,68
1877,",",O,68
1878,and,O,68
1879,the,O,68
1880,Himalayas,B-MOUNT,68
1881,",",O,68
1882,crowned,O,68
1883,by,O,68
1884,the,O,68
1885,legendary,O,68
1886,Mount,B-MOUNT,68
1887,Everest,I-MOUNT,68
1888,",",O,68
1889,rise,O,68
1890,majestically,O,68
1891,",",O,68
1892,casting,O,68
1893,a,O,68
1894,spell,O,68
1895,over,O,68
1896,the,O,68
1897,landscapes,O,68
1898,of,O,68
1899,Nepal,O,68
1900,and,O,68
1901,Tibet,O,68
1902,.,O,68
1903,Journeying,O,69
1904,southward,O,69
1905,",",O,69
1906,the,O,69
1907,Andes,B-MOUNT,69
1908,Mountains,I-MOUNT,69
1909,stretch,O,69
1910,across,O,69
1911,South,O,69
1912,America,O,69
1913,",",O,69
1914,boasting,O,69
1915,the,O,69
1916,magnificence,O,69
1917,of,O,69
1918,Aconcagua,B-MOUNT,69
1919,",",O,69
1920,the,O,69
1921,highest,O,69
1922,peak,O,69
1923,in,O,69
1924,the,O,69
1925,Southern,O,69
1926,Hemisphere,O,69
1927,.,O,69
1928,Circling,O,70
1929,back,O,70
1930,to,O,70
1931,the,O,70
1932,Northern,O,70
1933,Hemisphere,O,70
1934,",",O,70
1935,the,O,70
1936,Canadian,O,70
1937,Rockies,O,70
1938,stand,O,70
1939,as,O,70
1940,sentinels,O,70
1941,of,O,70
1942,North,O,70
1943,America,O,70
1944,",",O,70
1945,their,O,70
1946,snow-capped,O,70
1947,peaks,O,70
1948,like,O,70
1949,Mount,B-MOUNT,70
1950,Robson,I-MOUNT,70
1951,and,O,70
1952,Mount,B-MOUNT,70
1953,Columbia,I-MOUNT,70
1954,presiding,O,70
1955,over,O,70
1956,vast,O,70
1957,wilderness,O,70
1958,.,O,70
1959,Glacial,O,71
1960,processes,O,71
1961,",",O,71
1962,from,O,71
1963,the,O,71
1964,movement,O,71
1965,of,O,71
1966,ancient,O,71
1967,ice,O,71
1968,sheets,O,71
1969,to,O,71
1970,the,O,71
1971,carving,O,71
1972,of,O,71
1973,deep,O,71
1974,valleys,O,71
1975,",",O,71
1976,have,O,71
1977,left,O,71
1978,their,O,71
1979,mark,O,71
1980,on,O,71
1981,the,O,71
1982,Alpine,B-MOUNT,71
1983,terrain,O,71
1984,.,O,71
1985,In,O,72
1986,our,O,72
1987,shared,O,72
1988,responsibility,O,72
1989,as,O,72
1990,stewards,O,72
1991,of,O,72
1992,the,O,72
1993,Earth,O,72
1994,",",O,72
1995,may,O,72
1996,we,O,72
1997,find,O,72
1998,inspiration,O,72
1999,in,O,72
2000,the,O,72
2001,breathtaking,O,72
2002,vistas,O,72
2003,of,O,72
2004,the,O,72
2005,world,O,72
2006,s,O,72
2007,mountains,O,72
2008,and,O,72
2009,the,O,72
2010,intricate,O,72
2011,details,O,72
2012,of,O,72
2013,its,O,72
2014,ecosystems,O,72
2015,.,O,72
2016,We,O,73
2017,hypothesised,O,73
2018,that,O,73
2019,the,O,73
2020,mountain,O,73
2021,peaks,O,73
2022,harboured,O,73
2023,a,O,73
2024,large,O,73
2025,number,O,73
2026,of,O,73
2027,species,O,73
2028,",",O,73
2029,especially,O,73
2030,plants,O,73
2031,",",O,73
2032,insects,O,73
2033,and,O,73
2034,reptiles,O,73
2035,.,O,73
2036,Steeped,O,74
2037,in,O,74
2038,folklore,O,74
2039,and,O,74
2040,home,O,74
2041,to,O,74
2042,archaeological,O,74
2043,treasures,O,74
2044,",",O,74
2045,this,O,74
2046,island,O,74
2047,has,O,74
2048,witnessed,O,74
2049,the,O,74
2050,ebb,O,74
2051,and,O,74
2052,flow,O,74
2053,of,O,74
2054,civilizations,O,74
2055,",",O,74
2056,from,O,74
2057,the,O,74
2058,Scythians,O,74
2059,to,O,74
2060,the,O,74
2061,Cossacks,O,74
2062,.,O,74
2063,Descending,O,75
2064,southward,O,75
2065,",",O,75
2066,the,O,75
2067,Crimean,B-MOUNT,75
2068,Peninsula,I-MOUNT,75
2069,unveils,O,75
2070,its,O,75
2071,own,O,75
2072,unique,O,75
2073,charm,O,75
2074,.,O,75
2075,In,O,76
2076,the,O,76
2077,heart,O,76
2078,of,O,76
2079,Africa,O,76
2080,",",O,76
2081,the,O,76
2082,Rwenzori,B-MOUNT,76
2083,Mountains,I-MOUNT,76
2084,",",O,76
2085,often,O,76
2086,shrouded,O,76
2087,in,O,76
2088,mist,O,76
2089,",",O,76
2090,harbor,O,76
2091,the,O,76
2092,mystical,O,76
2093,allure,O,76
2094,of,O,76
2095,Margherita,B-MOUNT,76
2096,Peak,I-MOUNT,76
2097,.,O,76
2098,The,O,77
2099,rift,O,77
2100,",",O,77
2101,where,O,77
2102,the,O,77
2103,African,O,77
2104,Plate,O,77
2105,is,O,77
2106,splitting,O,77
2107,apart,O,77
2108,",",O,77
2109,offers,O,77
2110,a,O,77
2111,glimpse,O,77
2112,into,O,77
2113,the,O,77
2114,future,O,77
2115,formation,O,77
2116,of,O,77
2117,a,O,77
2118,new,O,77
2119,ocean,O,77
2120,.,O,77
2121,Fjords,O,78
2122,carve,O,78
2123,through,O,78
2124,the,O,78
2125,rugged,O,78
2126,terrain,O,78
2127,",",O,78
2128,reflecting,O,78
2129,the,O,78
2130,muted,O,78
2131,colors,O,78
2132,of,O,78
2133,the,O,78
2134,twilight,O,78
2135,sky,O,78
2136,",",O,78
2137,creating,O,78
2138,an,O,78
2139,ethereal,O,78
2140,ambiance,O,78
2141,in,O,78
2142,this,O,78
2143,northern,O,78
2144,realm,O,78
2145,.,O,78
2146,The,O,79
2147,collision,O,79
2148,between,O,79
2149,the,O,79
2150,Pacific,O,79
2151,and,O,79
2152,Indo-Australian,O,79
2153,plates,O,79
2154,has,O,79
2155,uplifted,O,79
2156,these,O,79
2157,mountains,O,79
2158,",",O,79
2159,creating,O,79
2160,stunning,O,79
2161,landscapes,O,79
2162,with,O,79
2163,peaks,O,79
2164,like,O,79
2165,Aoraki,B-MOUNT,79
2166,/,I-MOUNT,79
2167,Mount,I-MOUNT,79
2168,Cook,I-MOUNT,79
2169,and,O,79
2170,Tasman,B-MOUNT,79
2171,Glacier,I-MOUNT,79
2172,.,O,79
2173,From,O,80
2174,the,B-MOUNT,80
2175,Carpathian,I-MOUNT,80
2176,peaks,O,80
2177,to,O,80
2178,the,O,80
2179,Black,O,80
2180,Sea,O,80
2181,shores,O,80
2182,",",O,80
2183,Ukraine,O,80
2184,beckons,O,80
2185,visitors,O,80
2186,to,O,80
2187,explore,O,80
2188,its,O,80
2189,landscapes,O,80
2190,",",O,80
2191,immerse,O,80
2192,themselves,O,80
2193,in,O,80
2194,its,O,80
2195,history,O,80
2196,",",O,80
2197,and,O,80
2198,savor,O,80
2199,the,O,80
2200,warmth,O,80
2201,of,O,80
2202,its,O,80
2203,cultural,O,80
2204,hospitality,O,80
2205,.,O,80
2206,As,O,81
2207,stewards,O,81
2208,of,O,81
2209,this,O,81
2210,irreplaceable,O,81
2211,heritage,O,81
2212,",",O,81
2213,it,O,81
2214,is,O,81
2215,our,O,81
2216,duty,O,81
2217,to,O,81
2218,preserve,O,81
2219,the,O,81
2220,delicate,O,81
2221,balance,O,81
2222,that,O,81
2223,allows,O,81
2224,nature,O,81
2225,to,O,81
2226,thrive,O,81
2227,.,O,81
2228,As,O,82
2229,stewards,O,82
2230,of,O,82
2231,this,O,82
2232,precious,O,82
2233,planet,O,82
2234,",",O,82
2235,we,O,82
2236,are,O,82
2237,entrusted,O,82
2238,with,O,82
2239,the,O,82
2240,responsibility,O,82
2241,to,O,82
2242,appreciate,O,82
2243,",",O,82
2244,preserve,O,82
2245,",",O,82
2246,and,O,82
2247,protect,O,82
2248,the,O,82
2249,wonders,O,82
2250,that,O,82
2251,unfold,O,82
2252,in,O,82
2253,the,O,82
2254,symphony,O,82
2255,of,O,82
2256,nature,O,82
2257,.,O,82
2258,In,O,83
2259,the,O,83
2260,Southern,B-MOUNT,83
2261,Hemisphere,I-MOUNT,83
2262,",",O,83
2263,the,O,83
2264,Southern,B-MOUNT,83
2265,Alps,I-MOUNT,83
2266,of,O,83
2267,New,B-MOUNT,83
2268,Zealand,I-MOUNT,83
2269,showcase,O,83
2270,the,O,83
2271,stunning,O,83
2272,Aoraki,B-MOUNT,83
2273,/,I-MOUNT,83
2274,Mount,I-MOUNT,83
2275,Cook,I-MOUNT,83
2276,",",O,83
2277,a,O,83
2278,beacon,O,83
2279,of,O,83
2280,the,O,83
2281,South,O,83
2282,Island's,O,83
2283,wild,O,83
2284,beauty,O,83
2285,.,O,83
2286,Journey,O,84
2287,westward,O,84
2288,",",O,84
2289,and,O,84
2290,the,O,84
2291,Rocky,B-MOUNT,84
2292,Mountains,I-MOUNT,84
2293,unfurl,O,84
2294,their,O,84
2295,rugged,O,84
2296,expanse,O,84
2297,across,O,84
2298,North,O,84
2299,America,O,84
2300,.,O,84
2301,Journeying,O,85
2302,southward,O,85
2303,",",O,85
2304,the,O,85
2305,Atlas,B-MOUNT,85
2306,Mountains,I-MOUNT,85
2307,rise,O,85
2308,majestically,O,85
2309,in,O,85
2310,North,O,85
2311,Africa,O,85
2312,",",O,85
2313,their,O,85
2314,rocky,O,85
2315,spires,O,85
2316,and,O,85
2317,fertile,O,85
2318,valleys,O,85
2319,creating,O,85
2320,a,O,85
2321,dramatic,O,85
2322,contrast,O,85
2323,to,O,85
2324,the,O,85
2325,arid,O,85
2326,Sahara,B-MOUNT,85
2327,desert,O,85
2328,.,O,85
2329,In,O,86
2330,the,O,86
2331,dance,O,86
2332,of,O,86
2333,mountain,O,86
2334,breezes,O,86
2335,",",O,86
2336,the,O,86
2337,rush,O,86
2338,of,O,86
2339,waterfalls,O,86
2340,",",O,86
2341,and,O,86
2342,the,O,86
2343,rustle,O,86
2344,of,O,86
2345,leaves,O,86
2346,",",O,86
2347,there,O,86
2348,lies,O,86
2349,an,O,86
2350,invitation,O,86
2351,to,O,86
2352,connect,O,86
2353,with,O,86
2354,the,O,86
2355,Earth,O,86
2356,and,O,86
2357,cherish,O,86
2358,the,O,86
2359,profound,O,86
2360,beauty,O,86
2361,that,O,86
2362,sustains,O,86
2363,life,O,86
2364,in,O,86
2365,all,O,86
2366,its,O,86
2367,forms,O,86
2368,.,O,86
2369,At,O,87
2370,each,O,87
2371,campsite,O,87
2372,",",O,87
2373,we,O,87
2374,left,O,87
2375,excitedly,O,87
2376,in,O,87
2377,different,O,87
2378,directions,O,87
2379,",",O,87
2380,to,O,87
2381,return,O,87
2382,and,O,87
2383,exchange,O,87
2384,findings,O,87
2385,and,O,87
2386,stories,O,87
2387,after,O,87
2388,sunset,O,87
2389,.,O,87
2390,Meanwhile,O,88
2391,",",O,88
2392,the,O,88
2393,Grand,B-MOUNT,88
2394,Tetons,I-MOUNT,88
2395,stand,O,88
2396,as,O,88
2397,sentinels,O,88
2398,of,O,88
2399,Wyoming's,O,88
2400,wild,O,88
2401,beauty,O,88
2402,",",O,88
2403,their,O,88
2404,jagged,O,88
2405,profiles,O,88
2406,etched,O,88
2407,against,O,88
2408,a,O,88
2409,canvas,O,88
2410,of,O,88
2411,alpine,O,88
2412,lakes,O,88
2413,and,O,88
2414,meadows,O,88
2415,.,O,88
2416,Heading,O,89
2417,south,O,89
2418,",",O,89
2419,the,O,89
2420,Andes,B-MOUNT,89
2421,Mountains,I-MOUNT,89
2422,of,O,89
2423,South,O,89
2424,America,O,89
2425,offer,O,89
2426,a,O,89
2427,prime,O,89
2428,example,O,89
2429,of,O,89
2430,subduction,O,89
2431,",",O,89
2432,where,O,89
2433,the,O,89
2434,Nazca,B-MOUNT,89
2435,Plate,I-MOUNT,89
2436,plunges,O,89
2437,beneath,O,89
2438,the,O,89
2439,South,O,89
2440,American,O,89
2441,Plate,O,89
2442,.,O,89
2443,In,O,90
2444,Africa,O,90
2445,",",O,90
2446,the,O,90
2447,East,B-MOUNT,90
2448,African,I-MOUNT,90
2449,Rift,I-MOUNT,90
2450,stands,O,90
2451,as,O,90
2452,a,O,90
2453,testament,O,90
2454,to,O,90
2455,the,O,90
2456,continent's,O,90
2457,geological,O,90
2458,dynamism,O,90
2459,.,O,90
2460,Glaciers,O,91
2461,cascade,O,91
2462,down,O,91
2463,its,O,91
2464,slopes,O,91
2465,",",O,91
2466,carving,O,91
2467,through,O,91
2468,the,O,91
2469,landscape,O,91
2470,and,O,91
2471,feeding,O,91
2472,pristine,O,91
2473,alpine,O,91
2474,lakes,O,91
2475,—a,O,91
2476,testament,O,91
2477,to,O,91
2478,the,O,91
2479,dynamic,O,91
2480,forces,O,91
2481,at,O,91
2482,play,O,91
2483,in,O,91
2484,this,O,91
2485,remote,O,91
2486,corner,O,91
2487,of,O,91
2488,the,O,91
2489,world,O,91
2490,.,O,91
2491,The,O,92
2492,Japanese,B-MOUNT,92
2493,Alps,I-MOUNT,92
2494,",",O,92
2495,with,O,92
2496,their,O,92
2497,poetic,O,92
2498,grace,O,92
2499,",",O,92
2500,offer,O,92
2501,a,O,92
2502,different,O,92
2503,perspective,O,92
2504,.,O,92
2505,Formed,O,93
2506,by,O,93
2507,the,O,93
2508,uplifting,O,93
2509,of,O,93
2510,the,O,93
2511,North,O,93
2512,American,O,93
2513,Plate,O,93
2514,",",O,93
2515,this,O,93
2516,expansive,O,93
2517,mountain,O,93
2518,range,O,93
2519,extends,O,93
2520,from,O,93
2521,Canada,O,93
2522,to,O,93
2523,the,O,93
2524,United,O,93
2525,States,O,93
2526,",",O,93
2527,showcasing,O,93
2528,peaks,O,93
2529,like,O,93
2530,Denali,B-MOUNT,93
2531,in,O,93
2532,Alaska,O,93
2533,and,O,93
2534,Longs,B-MOUNT,93
2535,Peak,I-MOUNT,93
2536,in,O,93
2537,Colorado,O,93
2538,.,O,93
2539,The,O,94
2540,bustling,O,94
2541,markets,O,94
2542,of,O,94
2543,Lviv,O,94
2544,and,O,94
2545,Odessa,O,94
2546,offer,O,94
2547,a,O,94
2548,sensory,O,94
2549,feast,O,94
2550,",",O,94
2551,showcasing,O,94
2552,the,O,94
2553,agricultural,O,94
2554,abundance,O,94
2555,and,O,94
2556,culinary,O,94
2557,creativity,O,94
2558,that,O,94
2559,define,O,94
2560,Ukrainian,O,94
2561,cuisine,O,94
2562,.,O,94
2563,The,O,95
2564,geology,O,95
2565,of,O,95
2566,Oceania,O,95
2567,is,O,95
2568,prominently,O,95
2569,displayed,O,95
2570,in,O,95
2571,the,O,95
2572,Southern,B-MOUNT,95
2573,Alps,I-MOUNT,95
2574,of,O,95
2575,New,B-MOUNT,95
2576,Zealand,I-MOUNT,95
2577,.,O,95
2578,From,O,96
2579,the,O,96
2580,meandering,O,96
2581,rivers,O,96
2582,that,O,96
2583,carve,O,96
2584,through,O,96
2585,valleys,O,96
2586,to,O,96
2587,the,O,96
2588,delicate,O,96
2589,dance,O,96
2590,of,O,96
2591,wildflowers,O,96
2592,in,O,96
2593,alpine,O,96
2594,meadows,O,96
2595,",",O,96
2596,every,O,96
2597,facet,O,96
2598,of,O,96
2599,the,O,96
2600,natural,O,96
2601,world,O,96
2602,tells,O,96
2603,a,O,96
2604,tale,O,96
2605,of,O,96
2606,interconnectedness,O,96
2607,and,O,96
2608,resilience,O,96
2609,.,O,96
2610,In,O,97
2611,every,O,97
2612,mountain,O,97
2613,range,O,97
2614,",",O,97
2615,historic,O,97
2616,site,O,97
2617,",",O,97
2618,and,O,97
2619,village,O,97
2620,square,O,97
2621,",",O,97
2622,Ukraine,O,97
2623,stands,O,97
2624,as,O,97
2625,a,O,97
2626,living,O,97
2627,testament,O,97
2628,to,O,97
2629,the,O,97
2630,enduring,O,97
2631,spirit,O,97
2632,and,O,97
2633,remarkable,O,97
2634,diversity,O,97
2635,of,O,97
2636,Eastern,O,97
2637,Europe,O,97
2638,.,O,97
2639,The,O,98
2640,Pysanka,O,98
2641,Museum,O,98
2642,in,O,98
2643,Kolomyia,O,98
2644,",",O,98
2645,dedicated,O,98
2646,to,O,98
2647,the,O,98
2648,art,O,98
2649,of,O,98
2650,Ukrainian,O,98
2651,Easter,O,98
2652,eggs,O,98
2653,",",O,98
2654,reflects,O,98
2655,the,O,98
2656,nation's,O,98
2657,deep,O,98
2658,connection,O,98
2659,to,O,98
2660,its,O,98
2661,cultural,O,98
2662,roots,O,98
2663,.,O,98
2664,As,O,99
2665,we,O,99
2666,marvel,O,99
2667,at,O,99
2668,the,O,99
2669,grandeur,O,99
2670,of,O,99
2671,mountains,O,99
2672,worldwide,O,99
2673,",",O,99
2674,let,O,99
2675,us,O,99
2676,also,O,99
2677,appreciate,O,99
2678,the,O,99
2679,geological,O,99
2680,forces,O,99
2681,that,O,99
2682,have,O,99
2683,sculpted,O,99
2684,these,O,99
2685,natural,O,99
2686,wonders,O,99
2687,and,O,99
2688,continue,O,99
2689,to,O,99
2690,shape,O,99
2691,the,O,99
2692,ever-evolving,O,99
2693,tapestry,O,99
2694,of,O,99
2695,our,O,99
2696,planet,O,99
2697,.,O,99
2698,In,O,100
2699,the,O,100
2700,midst,O,100
2701,of,O,100
2702,this,O,100
2703,breathtaking,O,100
2704,panorama,O,100
2705,",",O,100
2706,we,O,100
2707,find,O,100
2708,not,O,100
2709,only,O,100
2710,a,O,100
2711,source,O,100
2712,of,O,100
2713,inspiration,O,100
2714,but,O,100
2715,also,O,100
2716,a,O,100
2717,call,O,100
2718,to,O,100
2719,action,O,100
2720,.,O,100
2721,This,O,101
2722,geological,O,101
2723,marvel,O,101
2724,is,O,101
2725,the,O,101
2726,consequence,O,101
2727,of,O,101
2728,the,O,101
2729,ongoing,O,101
2730,collision,O,101
2731,between,O,101
2732,the,O,101
2733,Indian,O,101
2734,and,O,101
2735,Eurasian,O,101
2736,tectonic,O,101
2737,plates,O,101
2738,.,O,101
2739,Venturing,O,102
2740,east,O,102
2741,",",O,102
2742,the,O,102
2743,mighty,O,102
2744,Himalayas,B-MOUNT,102
2745,command,O,102
2746,attention,O,102
2747,with,O,102
2748,their,O,102
2749,unparalleled,O,102
2750,heights,O,102
2751,and,O,102
2752,spiritual,O,102
2753,significance,O,102
2754,.,O,102
2755,This,O,103
2756,region,O,103
2757,",",O,103
2758,known,O,103
2759,for,O,103
2760,its,O,103
2761,mild,O,103
2762,climate,O,103
2763,and,O,103
2764,diverse,O,103
2765,ecosystems,O,103
2766,",",O,103
2767,has,O,103
2768,been,O,103
2769,a,O,103
2770,historical,O,103
2771,crossroads,O,103
2772,for,O,103
2773,civilizations,O,103
2774,",",O,103
2775,with,O,103
2776,remnants,O,103
2777,of,O,103
2778,ancient,O,103
2779,Greek,O,103
2780,",",O,103
2781,Roman,O,103
2782,",",O,103
2783,and,O,103
2784,Ottoman,O,103
2785,influences,O,103
2786,echoing,O,103
2787,through,O,103
2788,its,O,103
2789,landscapes,O,103
2790,.,O,103
2791,In,O,104
2792,the,O,104
2793,old,O,104
2794,continent,O,104
2795,",",O,104
2796,the,O,104
2797,Pyrenees,B-MOUNT,104
2798,Mountains,I-MOUNT,104
2799,",",O,104
2800,with,O,104
2801,their,O,104
2802,diverse,O,104
2803,flora,O,104
2804,and,O,104
2805,fauna,O,104
2806,",",O,104
